date,cases,cases_avg7_pc,deaths,deaths_avg7_pc
2020-01-21,1,NA,0,NA
2020-01-22,1,NA,0,NA
2020-01-23,1,NA,0,NA
2020-01-24,2,NA,0,NA
2020-01-25,3,NA,0,NA
2020-01-26,5,NA,0,NA
2020-01-27,5,NA,0,NA
2020-01-28,5,1.733043408400006e-6,0,0
2020-01-29,5,1.733043408400006e-6,0,0
2020-01-30,6,2.166304260500008e-6,0,0
2020-01-31,7,2.166304260500008e-6,0,0
2020-02-01,8,2.166304260500008e-6,0,0
2020-02-02,11,2.599565112600009e-6,0,0
2020-02-03,11,2.599565112600009e-6,0,0
2020-02-04,11,2.599565112600009e-6,0,0
2020-02-05,12,3.0328259647000102e-6,0,0
2020-02-06,12,2.599565112600009e-6,0,0
2020-02-07,12,2.1663042605000075e-6,0,0
2020-02-08,12,1.733043408400006e-6,0,0
2020-02-09,12,4.332608521000016e-7,0,0
2020-02-10,13,8.66521704200003e-7,0,0
2020-02-11,13,8.66521704200003e-7,0,0
2020-02-12,14,8.66521704200003e-7,0,0
2020-02-13,15,1.2997825563000043e-6,0,0
2020-02-14,15,1.2997825563000043e-6,0,0
2020-02-15,15,1.2997825563000043e-6,0,0
2020-02-16,15,1.2997825563000043e-6,0,0
2020-02-17,25,5.199130225200019e-6,0,0
2020-02-18,25,5.199130225200019e-6,0,0
2020-02-19,25,4.765869373100016e-6,0,0
2020-02-20,27,5.199130225200019e-6,0,0
2020-02-21,30,6.4989127815000224e-6,0,0
2020-02-22,30,6.4989127815000224e-6,0,0
2020-02-23,30,6.4989127815000224e-6,0,0
2020-02-24,43,7.798695337800028e-6,0,0
2020-02-25,45,8.665217042000032e-6,0,0
2020-02-26,60,1.5164129823500051e-5,0,0
2020-02-27,60,1.4297608119300053e-5,0,0
2020-02-28,65,1.5164129823500051e-5,0,0
2020-02-29,70,1.7330434084000063e-5,1,4.332608521000016e-7
2020-03-01,88,2.5129129421800092e-5,3,1.2997825563000043e-6
2020-03-02,104,2.642891197810009e-5,6,2.599565112600009e-6
2020-03-03,125,3.4660868168000126e-5,10,4.332608521000015e-6
2020-03-04,161,4.3759346062100145e-5,12,5.199130225200018e-6
2020-03-05,228,7.278782315280026e-5,12,5.199130225200018e-6
2020-03-06,311,1.065821696166004e-4,15,6.4989127815000224e-6
2020-03-07,428,1.551073850518005e-4,19,7.798695337800028e-6
2020-03-08,547,1.988667311139007e-4,22,8.231956189900028e-6
2020-03-09,748,2.7901998875240095e-4,26,8.665217042000032e-6
2020-03-10,1018,3.8690194092530137e-4,31,9.098477894100032e-6
2020-03-11,1263,4.774534590142016e-4,37,1.0831521302500038e-5
2020-03-12,1668,6.238956270240021e-4,43,1.3431086415100049e-5
2020-03-13,2221,8.275282275110028e-4,50,1.5164129823500051e-5
2020-03-14,2893,0.0010679880004265,60,1.7763694936100062e-5
2020-03-15,3591,0.0013188460337924,68,1.992999919660007e-5
2020-03-16,4497,0.0016242949345229,91,2.81619553865001e-5
2020-03-17,5896,0.0021134464365438,117,3.726043328060013e-5
2020-03-18,8334,0.00306358748519911,162,5.415760651250019e-5
2020-03-19,12372,0.00463762416087841,212,7.322108400490025e-5
2020-03-20,17978,0.00682689124653972,277,9.835021342670036e-5
2020-03-21,24486,0.00935540157939533,359,1.2954499477790045e-4
2020-03-22,33006,0.01274436796452154,456,1.681052106148006e-4
2020-03-23,43428,0.01686727823310515,576,2.1013151326850077e-4
2020-03-24,53850,0.02077659090160347,782,2.88118466646501e-4
2020-03-25,68472,0.02605544112358989,1051,3.8516889751690137e-4
2020-03-26,85440,0.03165750394124291,1350,4.930508496898017e-4
2020-03-27,102749,0.03672795569336922,1761,6.429591045164022e-4
2020-03-28,123788,0.04302366913523434,2288,8.357601837009029e-4
2020-03-29,142276,0.04734241330896716,2701,9.726706129645034e-4
2020-03-30,163689,0.05210438333439828,3347,0.0012005658211691
2020-03-31,188051,0.05814403961267229,4279,0.0015151131997937
2020-04-01,214922,0.06345105179004522,5310,0.0018452579690939
2020-04-02,244595,0.06895563091597574,6525,0.0022421249096175
2020-04-03,276848,0.07543028108975816,7912,0.0026649875012671
2020-04-04,311800,0.08145823932502547,9465,0.00310951313552171
2020-04-05,337351,0.08451836072340779,10831,0.00352241072757301
2020-04-06,368226,0.08861787490597801,12355,0.00390281375571681
2020-04-07,398494,0.0911767134984806,14586,0.00446561960259471
2020-04-08,430128,0.09324033493703292,16670,0.00492184327985601
2020-04-09,464627,0.09533125180926756,18781,0.00531004500333761
2020-04-10,498022,0.09582603570236574,21038,0.00568698194466462
2020-04-11,529575,0.09435338206607782,23118,0.00591531041372132
2020-04-12,556574,0.09498074377991862,24797,0.00605092106042862
2020-04-13,582334,0.09276461452142712,26559,0.00615403714322842
2020-04-14,609001,0.09120444219301502,29264,0.00635940278712382
2020-04-15,638954,0.09047613070063493,32010,0.00664622147121402
2020-04-16,670458,0.08917851444859541,34353,0.00674673798890122
2020-04-17,701933,0.08834665361256341,36639,0.00675930255361212
2020-04-18,730272,0.08695415323391399,38588,0.00670254538198702
2020-04-19,755508,0.0861903143516617,40127,0.00664188886269302
2020-04-20,782860,0.08688006562820491,41963,0.00667395016574842
2020-04-21,808670,0.0865087610779552,44634,0.00665921929677702
2020-04-22,837442,0.08599708001162511,47002,0.00649544669468322
2020-04-23,870835,0.086815509761242,49148,0.00641009430681952
2020-04-24,907511,0.0890688994530141,51272,0.00633990604877932
2020-04-25,941886,0.09168406195628973,53232,0.00634467191815242
2020-04-26,968555,0.092304924757349,54484,0.00622032605359972
2020-04-27,991619,0.0904471022235442,55926,0.00604962127787232
2020-04-28,1016256,0.08993888724403092,58318,0.00592874150013642
2020-04-29,1042742,0.08894845293613031,60832,0.00599199758454302
2020-04-30,1073026,0.0876014449469514,63036,0.00601712671396482
2020-05-01,1106960,0.0864134436904932,64796,0.00585941976380042
2020-05-02,1136250,0.08421031225756469,66378,0.00569564716170662
2020-05-03,1162338,0.08395858770249459,67707,0.00572900824731831
2020-05-04,1184231,0.08345123924468549,68796,0.00557606716652702
2020-05-05,1207891,0.08302794339218379,71028,0.00550674543019101
2020-05-06,1232352,0.08215059016668129,73736,0.00559079803549841
2020-05-07,1260763,0.08133909259069798,75691,0.00548291608332551
2020-05-08,1288283,0.07856015748532857,77261,0.00540059652142651
2020-05-09,1313133,0.07663647930200457,78714,0.00534470587150561
2020-05-10,1333425,0.07412529940323295,79642,0.00517096826981351
2020-05-11,1350985,0.07224798013108365,80621,0.00512330957608251
2020-05-12,1373241,0.07163968189473525,82272,0.00487158502101241
2020-05-13,1394356,0.07018999108360864,84039,0.00446388655918631
2020-05-14,1421220,0.06951973654540995,85775,0.00436900243257641
2020-05-15,1447340,0.06891317135246994,87363,0.00437680112791421
2020-05-16,1470950,0.06837592789586593,88588,0.00427801765363541
2020-05-17,1489907,0.06779752465831243,89431,0.00424119048120691
2020-05-18,1511670,0.06961852001968874,90270,0.00418053396191291
2020-05-19,1532552,0.06902321960890334,91790,0.00412377679028781
2020-05-20,1555550,0.06983904979340765,93272,0.00400029744743931
2020-05-21,1581235,0.06932823524878175,94582,0.00381572832444471
2020-05-22,1604917,0.06827194529136194,95870,0.00368575006881471
2020-05-23,1627115,0.06766018096819675,96919,0.00360949615884511
2020-05-24,1647056,0.06808650964666313,97539,0.00351287898882681
2020-05-25,1666085,0.06690197447702173,98047,0.00336946964678171
2020-05-26,1684913,0.06601205668680833,98794,0.00303455900810841
2020-05-27,1703583,0.06413690371891952,100279,0.00303585879066471
2020-05-28,1726005,0.06272317355851723,101477,0.00298733357522951
2020-05-29,1750392,0.06302862245924773,102666,0.00294444075087161
2020-05-30,1773717,0.06351690743956442,103628,0.00290674705673891
2020-05-31,1794290,0.06379072829809163,104229,0.00289851510054901
2020-06-01,1816090,0.06499129411926073,104963,0.00299643205312361
2020-06-02,1836816,0.06581362321654653,106043,0.00314070791687291
2020-06-03,1856713,0.06634523428207324,107030,0.00292494401252711
2020-06-04,1877840,0.06578416147860373,108038,0.00284262445062811
2020-06-05,1906437,0.06760818966594474,109149,0.0028088301041643
2020-06-06,1928658,0.06712986968522634,109876,0.0027070138039208
2020-06-07,1947203,0.06625121667716753,110266,0.0026155957641277
2020-06-08,1965347,0.06466721500188993,110988,0.0026103966339025
2020-06-09,1984010,0.06377339786400762,112018,0.0025887335912975
2020-06-10,2006718,0.06499129411926073,112946,0.0025631712010236
2020-06-11,2029894,0.06587904560521363,113822,0.0025059807685464
2020-06-12,2055202,0.06445405066265673,114599,0.002361271643945
2020-06-13,2080381,0.06573563626316853,115291,0.0023461075141215
2020-06-14,2099389,0.06593623603769083,115607,0.0023140462110661
2020-06-15,2119426,0.06675639883071613,116055,0.0021953327375907
2020-06-16,2144250,0.06942571894050426,116824,0.0020822516551926
2020-06-17,2169851,0.07067914258562955,117577,0.0020064310060751
2020-06-18,2197796,0.07274536358929445,118303,0.0019414418782601
2020-06-19,2228541,0.07510100284216216,119010,0.0019111136186131
2020-06-20,2260274,0.07794059446682557,119556,0.0018478575342065
2020-06-21,2286591,0.08110729803482448,119811,0.0018214286222284
2020-06-22,2317018,0.08560887828814351,120171,0.0017833016672436
2020-06-23,2351952,0.08998914550287451,121004,0.001811030361778
2020-06-24,2388798,0.09486116378473904,121771,0.0018170960137074
2020-06-25,2429899,0.10056114355496663,124235,0.0025701033746572
2020-06-26,2475379,0.10694524221066017,124868,0.0025380420716018
2020-06-27,2517534,0.1114606868112464,125378,0.0025224446809262
2020-06-28,2556919,0.11712253962648922,125648,0.0025289435937077
2020-06-29,2596344,0.121021020773685,125995,0.0025233112026304
2020-06-30,2644508,0.12675306184696805,127295,0.0027256440205611
2020-07-01,2694397,0.13240408314090835,127937,0.0026714864140486
2020-07-02,2749870,0.1386309081072896,128660,0.0019171792705425
2020-07-03,2806929,0.1436476355137555,129250,0.0018985490539022
2020-07-04,2856828,0.14700280755241793,129510,0.0017902338408772
2020-07-05,2901466,0.1492787268084992,129772,0.0017867677540604
2020-07-06,2948096,0.15240037124787972,130163,0.0018058312315528
2020-07-07,3002043,0.15490591875557402,131119,0.0016567894984304
2020-07-08,3061441,0.15902579619819296,132065,0.0017885007974688
2020-07-09,3121202,0.16088361873199775,132906,0.0018396255780166
2020-07-10,3189139,0.16559663028114158,133734,0.0019427416608164
2020-07-11,3249613,0.17017836379209908,134401,0.0021190788276211
2020-07-12,3307105,0.17574749878499252,134796,0.0021767025209504
2020-07-13,3368305,0.18206010940008951,135221,0.0021914333899218
2020-07-14,3433765,0.18704824159031683,136173,0.0021897003465134
2020-07-15,3501844,0.19080937904739695,137142,0.0021996653461117
2020-07-16,3577320,0.1976180733381485,138099,0.0022499236049553
2020-07-17,3647677,0.1986665646002305,138995,0.0022793853428981
2020-07-18,3709780,0.19937234652830135,139769,0.0023257442540728
2020-07-19,3771445,0.20118034406411467,140181,0.0023331096885585
2020-07-20,3830920,0.2004329690942422,140710,0.0023781688171769
2020-07-21,3895709,0.2001422510624831,141837,0.0024539894662944
2020-07-22,3965319,0.20080557342704825,142967,0.0025237444634825
2020-07-23,4034882,0.1982437020085809,144080,0.0025913331564101
2020-07-24,4107898,0.1993957426143148,145223,0.0026983485868788
2020-07-25,4174099,0.2011712455862206,146097,0.00274167467208881
2020-07-26,4227704,0.1976791631182946,146537,0.0027538059759476
2020-07-27,4286574,0.19741704030277407,148233,0.00325942139034831
2020-07-28,4349278,0.1965136914261456,149552,0.00334260747395151
2020-07-29,4415827,0.19518747995786748,150945,0.00345655507805381
2020-07-30,4484259,0.19469746193414236,152203,0.00351937790160831
2020-07-31,4553115,0.1928950967894064,153627,0.00364112420104841
2020-08-01,4608832,0.18835279001598995,154676,0.00371694485016591
2020-08-02,4659086,0.18690093290060283,155091,0.00370611332886341
2020-08-03,4706162,0.1817910544109354,155699,0.00323472552177861
2020-08-04,4759147,0.1775801921893755,157048,0.00324772334734161
2020-08-05,4812491,0.171858982637395,158291,0.00318273421952661
2020-08-06,4869692,0.16699303000745988,159350,0.00309651530995871
2020-08-07,4930077,0.16332287732932077,160699,0.00306402074605121
2020-08-08,4984577,0.16279559887231507,161656,0.00302416074765801
2020-08-09,5032341,0.1617167793505861,162190,0.00307571878905791
2020-08-10,5078778,0.16143992566609416,162727,0.00304495726855881
2020-08-11,5131474,0.16131471327983726,164170,0.00308568378865621
2020-08-12,5185066,0.16142216197115808,165640,0.00318403400208291
2020-08-13,5238662,0.15986025659933756,166842,0.00324599030393321
2020-08-14,5297401,0.15914710923678096,168007,0.00316627030714681
2020-08-15,5347577,0.15727368931230054,169054,0.00320526378383581
2020-08-16,5389396,0.15469795354656604,169563,0.00319443226253331
2020-08-17,5426087,0.15047539328199944,170097,0.00319313247997701
2020-08-18,5468311,0.1459382856388082,171435,0.00314764009050651
2020-08-19,5511049,0.1412356723501148,172720,0.00306748683286801
2020-08-20,5556736,0.13780901227085587,173750,0.00299296596630681
2020-08-21,5604895,0.13322511245563784,174904,0.00298820009693371
2020-08-22,5649190,0.13067710538443775,175847,0.00294314096831531
2020-08-23,5681180,0.12641858446914686,176283,0.00291151292611201
2020-08-24,5720708,0.12764774550655453,176785,0.00289764857884481
2020-08-25,5759628,0.12621625165121614,177991,0.00284045814636761
2020-08-26,5804615,0.12719065530758905,179173,0.00279583227860131
2020-08-27,5849655,0.12691033553628034,180291,0.00283395923358611
2020-08-28,5895559,0.12593333231479484,181288,0.0027659372798064
2020-08-29,5939550,0.12580162101575643,182155,0.0027330094550468
2020-08-30,5972676,0.12629380534374204,182523,0.002703547717104
2020-08-31,6008699,0.12477522605713152,183010,0.0026970488043225
2020-09-01,6052469,0.12687654118981653,184097,0.0026454907629226
2020-09-02,6084283,0.1211691959851032,185165,0.0025960990257832
2020-09-03,6130413,0.12164145031389224,186237,0.0025761690265866
2020-09-04,6182412,0.12428217520744174,187209,0.0025653375052841
2020-09-05,6224344,0.12339009111296784,187911,0.0024938494646876
2020-09-06,6254339,0.12203355138504272,188307,0.0025059807685464
2020-09-07,6278653,0.1169605000678038,188568,0.0024080638159718
2020-09-08,6307371,0.11043905772199458,189019,0.0021325099140362
2020-09-09,6340649,0.111073351609469,190175,0.002170636869021
2020-09-10,6377846,0.10720303241765967,191077,0.002096982524164
2020-09-11,6425094,0.10514461010933256,192291,0.0022018316503722
2020-09-12,6463667,0.10368928690712866,192979,0.0021957659984428
2020-09-13,6496722,0.10501506511455463,193374,0.0021953327375907
2020-09-14,6533173,0.11027355207649238,193818,0.002274619473525
2020-09-15,6571918,0.1146178586404991,195088,0.0026294601113949
2020-09-16,6611027,0.1171442026690942,196066,0.0025523396797211
2020-09-17,6655715,0.12038975971217532,196895,0.0025207116375178
2020-09-18,6703737,0.12072510361170072,197830,0.0023998318597819
2020-09-19,6744233,0.12155826423028904,198493,0.0023890003384794
2020-09-20,6779732,0.12261715375282142,198703,0.0023088470808409
2020-09-21,6833972,0.13032443105082836,199131,0.0023019149072073
2020-09-22,6871191,0.12966327499052377,200066,0.0021567725217538
2020-09-23,6912619,0.13066800690654365,201152,0.0022035646937806
2020-09-24,6956613,0.13036732387518626,202026,0.0022230614321251
2020-09-25,7010102,0.13273596095361695,202870,0.002183634694584
2020-09-26,7052268,0.13345950657662395,203632,0.0022265275189419
2020-09-27,7088675,0.13385290743033076,203897,0.0022503568658074
2020-09-28,7124916,0.12605464535338284,204242,0.0022143962150831
2020-09-29,7167411,0.12834052960906245,205154,0.0022044312154848
2020-09-30,7209135,0.12846877482128405,206119,0.0021520066523807
2020-10-01,7255171,0.12935349348127226,206962,0.0021385755659656
2020-10-02,7308004,0.12906927436229465,207818,0.0021437746961908
2020-10-03,7355072,0.13119311905928885,208518,0.0021169125233606
2020-10-04,7389914,0.13051506582575234,208845,0.0021437746961908
2020-10-05,7451564,0.14152379081676128,209262,0.002174969477542
2020-10-06,7493930,0.14146790016684038,209982,0.0020917833939388
2020-10-07,7546865,0.1463251875797335,210967,0.0021004486109808
2020-10-08,7602653,0.15055034740941273,211884,0.0021325099140362
2020-10-09,7660962,0.1529228838355123,212794,0.0021559060000496
2020-10-10,7712068,0.15467239115629214,213377,0.0021052144803539
2020-10-11,7756522,0.15883689446667737,213793,0.0021437746961908
2020-10-12,7803883,0.15264603015102046,214139,0.0021130131756917
2020-10-13,7857871,0.15768138777412666,214961,0.0021572057826059
2020-10-14,7916673,0.16022332919339735,215966,0.0021658709996479
2020-10-15,7981367,0.16408195034219997,216757,0.0021112801322833
2020-10-16,8051393,0.1691584677462557,217631,0.0020956827416077
2020-10-17,8103904,0.16976719924345618,218306,0.0021355427400009
2020-10-18,8151143,0.1709738307165547,218688,0.0021208118710295
2020-10-19,8215708,0.17842765041608313,219200,0.0021927331724781
2020-10-20,8275475,0.180931464880369,220128,0.0022386588228007
2020-10-21,8339443,0.18316969044231765,221329,0.0023235779498123
2020-10-22,8414272,0.18756078917835112,222147,0.002335275992819
2020-10-23,8497534,0.19329542981674677,223069,0.0023560725137198
2020-10-24,8575783,0.2044466976280966,223936,0.002439258597323
2020-10-25,8634234,0.20930441830184185,224268,0.002417595554718
2020-10-26,8708114,0.21334024313915337,224798,0.0024253942500558
2020-10-27,8782054,0.21948084919596664,225777,0.0024474905535129
2020-10-28,8863796,0.22718162758119212,226789,0.002365604252466
2020-10-29,8953171,0.2334838399358387,227790,0.0024448909884003
2020-10-30,9052006,0.240231011185592,228751,0.0024617881616322
2020-10-31,9135761,0.2426165454372547,229587,0.0024483570752171
2020-11-01,9209410,0.2492012438674705,230005,0.0024856175084977
2020-11-02,9301902,0.2572650948467557,230538,0.002486917291054
2020-11-03,9393419,0.26488052084411745,231663,0.0025501733754606
2020-11-04,9501326,0.276216791039314,233267,0.00280666379990381
2020-11-05,9622178,0.28985454288086565,234370,0.00285085640681801
2020-11-06,9753821,0.30406896491656255,235606,0.00297000314114551
2020-11-07,9878724,0.32189678245877346,236613,0.00304409074685461
2020-11-08,9981954,0.3347130717247435,237067,0.00305968813753021
2020-11-09,10111524,0.3507775175989074,237800,0.00314634030795021
2020-11-10,10250810,0.3714739552428723,239256,0.00328974964999531
2020-11-11,10393323,0.38646738029064504,240675,0.00320959639235681
2020-11-12,10555547,0.40439224826372633,241839,0.00323602530433491
2020-11-13,10736289,0.4256649228409843,243223,0.00330014791044571
2020-11-14,10894661,0.4401657302999192,244426,0.00338506703745731
2020-11-15,11029140,0.45370469866719215,245035,0.00345222246953281
2020-11-16,11194913,0.4693900412957685,245818,0.00347388551213781
2020-11-17,11355899,0.47879180178633857,247414,0.00353454203143181
2020-11-18,11527729,0.4914937101873543,249318,0.00374467354470031
2020-11-19,11714640,0.5021896208431471,251267,0.00408478331359881
2020-11-20,11912546,0.5096261101085915,253213,0.00432827591247901
2020-11-21,12083371,0.5150215074997928,254617,0.00441536134375111
2020-11-22,12223029,0.5172653654528186,255452,0.00451327829632571
2020-11-23,12401855,0.5229207193552801,256475,0.00461726090082971
2020-11-24,12579298,0.5300508931982898,258677,0.00487981697720231
2020-11-25,12759661,0.5337479080492591,260974,0.00505008849207761
2020-11-26,12862111,0.4971542632200409,262133,0.00470781241891861
2020-11-27,13066478,0.49995356158545895,263537,0.00447298503708041
2020-11-28,13216950,0.49113540346266754,264722,0.00437810091047051
2020-11-29,13352911,0.4895336380924538,265529,0.00436596960661171
2020-11-30,13519690,0.4843141446072052,266787,0.00446778590685521
2020-12-01,13703100,0.4868994121116859,269379,0.00463675763917421
2020-12-02,13903814,0.49571670371277304,272243,0.00488241654231491
2020-12-03,14121133,0.5454849445326481,275088,0.00561289433895552
2020-12-04,14351968,0.556952492766031,277707,0.00613930627425702
2020-12-05,14556723,0.5804711916005754,279885,0.00656953430039232
2020-12-06,14727478,0.5955460696885427,280989,0.00669821277346602
2020-12-07,14930996,0.6114636401338447,282512,0.00681302689927252
2020-12-08,15149976,0.6268747286430417,285330,0.00691094385184712
2020-12-09,15369013,0.6348133672360702,288472,0.00703139036873092
2020-12-10,15594191,0.6382183642727239,291392,0.00706388493263842
2020-12-11,15872578,0.6588207843117834,294336,0.00720469470957092
2020-12-12,16079378,0.6597068027543279,296572,0.00722982383899272
2020-12-13,16262873,0.6652265460100819,297922,0.00733640600860932
2020-12-14,16463157,0.6638253804143904,299589,0.00739879557131172
2020-12-15,16665843,0.6567658280902731,302602,0.00748328143747122
2020-12-16,16910384,0.6678157128622314,306195,0.00767868208176832
2020-12-17,17146963,0.6727553198370235,309482,0.00783768881448902
2020-12-18,17396738,0.6603588603367384,312342,0.00780129490291262
2020-12-19,17589549,0.6542979742767113,314894,0.00793820533217622
2020-12-20,17768223,0.6522092237087372,316297,0.00796116815733752
2020-12-21,17969315,0.652559298477234,318245,0.00808291445677762
2020-12-22,18169876,0.6516386191665215,321475,0.00817693206168332
2020-12-23,18397045,0.6441120116438404,324870,0.00809114641296752
2020-12-24,18590164,0.6252824950115743,327678,0.00788361446481162
2020-12-25,18690465,0.5605212624047787,328798,0.00712974058215762
2020-12-26,18906302,0.5704975267852332,330444,0.00673720625015502
2020-12-27,19057606,0.5586391772632563,331661,0.00665661973166442
2020-12-28,19246174,0.5532130183515558,333549,0.00663062408053842
2020-12-29,19445060,0.5524873064242883,337173,0.00680132885626582
2020-12-30,19673865,0.553196121178324,340957,0.00696986732773272
2020-12-31,19904456,0.5694312718282152,344399,0.00724455470796412
2021-01-01,20050927,0.5894349253696722,346301,0.00758336469430632
2021-01-02,20341653,0.6218813973225893,348668,0.00789574576867042
2021-01-03,20543195,0.6436475560103891,350000,0.00794557076666192
2021-01-04,20794372,0.6707735846995181,352039,0.00801099315532902
2021-01-05,21028861,0.6861989708168345,355721,0.00803612228475082
2021-01-06,21284511,0.6978298583914591,359677,0.00811064315131202
2021-01-07,21564550,0.7192537410060998,363772,0.00839356248773333
2021-01-08,21863145,0.7851631148709605,367662,0.00925488506170813
2021-01-09,22114496,0.768103468819523,370897,0.00963095548133093
2021-01-10,22322294,0.7708139487102607,372660,0.00981769090858603
2021-01-11,22548250,0.7598866767594464,374696,0.00981639112602973
2021-01-12,22777135,0.7574586829442781,379098,0.01012833893954173
2021-01-13,23006233,0.7459547407993188,383014,0.01011100850545773
2021-01-14,23245565,0.7283179912928841,386974,0.01005251829042423
2021-01-15,23484263,0.7023669660346502,390709,0.00998536285834873
2021-01-16,23685880,0.6808191708163088,394038,0.01002608937844613
2021-01-17,23855019,0.6640697395349748,395767,0.01001135850947473
2021-01-18,23995593,0.6270770614609724,397207,0.00975313504162313
2021-01-19,24182049,0.6086942367672215,399978,0.00904648659184803
2021-01-20,24367375,0.5897295427491002,404344,0.00924145397529303
2021-01-21,24557629,0.5684659666497364,408464,0.00931077571162903
2021-01-22,24748605,0.5477898922658201,412166,0.00929647810350973
2021-01-23,24915711,0.532837626998997,415478,0.00928911266902403
